"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"CHM00054511","BEIJING, CH","1980-01-01","0.00","22","29","15"
"CHM00054511","BEIJING, CH","1980-01-02","0.02","27","33","22"
"CHM00054511","BEIJING, CH","1980-01-03","0.00","29","33","25"
"CHM00054511","BEIJING, CH","1980-01-04","0.00","22","31","16"
"CHM00054511","BEIJING, CH","1980-01-05","0.00","20","35","7"
"CHM00054511","BEIJING, CH","1980-01-06","0.00","24","31","15"
"CHM00054511","BEIJING, CH","1980-01-07","0.00","21","37","7"
"CHM00054511","BEIJING, CH","1980-01-08","0.00","24","35","14"
"CHM00054511","BEIJING, CH","1980-01-09","0.00","26","31","18"
"CHM00054511","BEIJING, CH","1980-01-10","0.00","18","26","13"
"CHM00054511","BEIJING, CH","1980-01-11","0.00","17","31","5"
"CHM00054511","BEIJING, CH","1980-01-12","0.00","28","39","15"
"CHM00054511","BEIJING, CH","1980-01-13","0.00","29","38","18"
"CHM00054511","BEIJING, CH","1980-01-14","0.00","28","35","21"
"CHM00054511","BEIJING, CH","1980-01-15","0.00","28","41","14"
"CHM00054511","BEIJING, CH","1980-01-16","0.00","26","37","13"
"CHM00054511","BEIJING, CH","1980-01-17","0.00","20","30","9"
"CHM00054511","BEIJING, CH","1980-01-18","0.00","19","26","13"
"CHM00054511","BEIJING, CH","1980-01-19","0.00","22","36","11"
"CHM00054511","BEIJING, CH","1980-01-20","0.00","25","38","13"
"CHM00054511","BEIJING, CH","1980-01-21","0.00","24","36","16"
"CHM00054511","BEIJING, CH","1980-01-22","0.00","24","40","11"
"CHM00054511","BEIJING, CH","1980-01-23","0.00","30","43","20"
"CHM00054511","BEIJING, CH","1980-01-24","0.00","26","39","17"
"CHM00054511","BEIJING, CH","1980-01-25","0.00","26","40","16"
"CHM00054511","BEIJING, CH","1980-01-26","0.00","32","44","24"
"CHM00054511","BEIJING, CH","1980-01-27","0.00","34","42","26"
"CHM00054511","BEIJING, CH","1980-01-28","0.00","27","32","23"
"CHM00054511","BEIJING, CH","1980-01-29","0.00","12","25","6"
"CHM00054511","BEIJING, CH","1980-01-30","0.00","14","23","6"
"CHM00054511","BEIJING, CH","1980-01-31","0.00","19","27","10"
"CHM00054511","BEIJING, CH","1980-02-01","0.00","22","30","14"
"CHM00054511","BEIJING, CH","1980-02-02","0.00","23","29","16"
"CHM00054511","BEIJING, CH","1980-02-03","0.00","16","22","11"
"CHM00054511","BEIJING, CH","1980-02-04","0.00","15","21","12"
"CHM00054511","BEIJING, CH","1980-02-05","0.00","12","19","7"
"CHM00054511","BEIJING, CH","1980-02-06","0.00","15","24","6"
"CHM00054511","BEIJING, CH","1980-02-07","0.00","14","22","4"
"CHM00054511","BEIJING, CH","1980-02-08","0.00","17","28","10"
"CHM00054511","BEIJING, CH","1980-02-09","0.00","22","37","9"
"CHM00054511","BEIJING, CH","1980-02-10","0.00","33","42","17"
"CHM00054511","BEIJING, CH","1980-02-11","0.00","29","40","18"
"CHM00054511","BEIJING, CH","1980-02-12","0.00","28","41","16"
"CHM00054511","BEIJING, CH","1980-02-13","0.00","24","33","18"
"CHM00054511","BEIJING, CH","1980-02-14","0.00","24","38","8"
"CHM00054511","BEIJING, CH","1980-02-15","0.00","27","45","10"
"CHM00054511","BEIJING, CH","1980-02-16","0.00","25","39","15"
"CHM00054511","BEIJING, CH","1980-02-17","0.00","29","42","20"
"CHM00054511","BEIJING, CH","1980-02-18","0.09","31","38","28"
"CHM00054511","BEIJING, CH","1980-02-19","0.00","25","31","17"
"CHM00054511","BEIJING, CH","1980-02-20","0.00","31","44","22"
"CHM00054511","BEIJING, CH","1980-02-21","0.02","30","38","26"
"CHM00054511","BEIJING, CH","1980-02-22","0.00","34","46","29"
"CHM00054511","BEIJING, CH","1980-02-23","0.00","35","50","26"
"CHM00054511","BEIJING, CH","1980-02-24","0.00","32","39","27"
"CHM00054511","BEIJING, CH","1980-02-25","0.25","32","35","29"
"CHM00054511","BEIJING, CH","1980-02-26","0.00","34","46","22"
"CHM00054511","BEIJING, CH","1980-02-27","0.00","37","50","28"
"CHM00054511","BEIJING, CH","1980-02-28","0.00","38","49","26"
"CHM00054511","BEIJING, CH","1980-02-29","0.00","41","49","35"
"CHM00054511","BEIJING, CH","1980-03-01","0.00","38","51","27"
"CHM00054511","BEIJING, CH","1980-03-02","0.00","40","56","25"
"CHM00054511","BEIJING, CH","1980-03-03","0.00","40","52","34"
"CHM00054511","BEIJING, CH","1980-03-04","0.00","35","46","26"
"CHM00054511","BEIJING, CH","1980-03-05","0.00","35","47","25"
"CHM00054511","BEIJING, CH","1980-03-06","0.00","39","53","28"
"CHM00054511","BEIJING, CH","1980-03-07","0.00","42","56","31"
"CHM00054511","BEIJING, CH","1980-03-08","0.22","39","46","37"
"CHM00054511","BEIJING, CH","1980-03-09","0.04","35","38","32"
"CHM00054511","BEIJING, CH","1980-03-10","0.05","29","34","26"
"CHM00054511","BEIJING, CH","1980-03-11","0.00","30","36","27"
"CHM00054511","BEIJING, CH","1980-03-12","0.00","31","36","29"
"CHM00054511","BEIJING, CH","1980-03-13","0.00","36","46","31"
"CHM00054511","BEIJING, CH","1980-03-14","0.00","38","47","30"
"CHM00054511","BEIJING, CH","1980-03-15","0.00","37","47","26"
"CHM00054511","BEIJING, CH","1980-03-16","0.00","41","56","29"
"CHM00054511","BEIJING, CH","1980-03-17","0.00","42","54","35"
"CHM00054511","BEIJING, CH","1980-03-18","0.00","34","38","31"
"CHM00054511","BEIJING, CH","1980-03-19","0.00","38","51","27"
"CHM00054511","BEIJING, CH","1980-03-20","0.00","41","50","34"
"CHM00054511","BEIJING, CH","1980-03-21","0.00","35","42","28"
"CHM00054511","BEIJING, CH","1980-03-22","0.23","31","37","30"
"CHM00054511","BEIJING, CH","1980-03-23","0.00","36","43","31"
"CHM00054511","BEIJING, CH","1980-03-24","0.00","39","53","26"
"CHM00054511","BEIJING, CH","1980-03-25","0.00","45","56","28"
"CHM00054511","BEIJING, CH","1980-03-26","0.00","48","68","29"
"CHM00054511","BEIJING, CH","1980-03-27","0.00","52","70","32"
"CHM00054511","BEIJING, CH","1980-03-28","0.00","53","68","36"
"CHM00054511","BEIJING, CH","1980-03-29","0.00","49","57","40"
"CHM00054511","BEIJING, CH","1980-03-30","0.03","47","52","45"
"CHM00054511","BEIJING, CH","1980-03-31","0.00","47","56","39"
"CHM00054511","BEIJING, CH","1980-04-01","0.00","44","56","33"
"CHM00054511","BEIJING, CH","1980-04-02","0.00","49","63","33"
"CHM00054511","BEIJING, CH","1980-04-03","0.00","56","71","44"
"CHM00054511","BEIJING, CH","1980-04-04","0.04","57","71","46"
"CHM00054511","BEIJING, CH","1980-04-05","0.17","47","56","43"
"CHM00054511","BEIJING, CH","1980-04-06","0.00","42","50","35"
"CHM00054511","BEIJING, CH","1980-04-07","0.09","45","47","42"
"CHM00054511","BEIJING, CH","1980-04-08","0.00","49","60","35"
"CHM00054511","BEIJING, CH","1980-04-09","0.00","45","52","41"
"CHM00054511","BEIJING, CH","1980-04-10","0.00","47","63","35"
"CHM00054511","BEIJING, CH","1980-04-11","0.00","56","72","44"
"CHM00054511","BEIJING, CH","1980-04-12","0.09","45","58","42"
"CHM00054511","BEIJING, CH","1980-04-13","0.00","46","54","38"
"CHM00054511","BEIJING, CH","1980-04-14","0.00","44","54","34"
"CHM00054511","BEIJING, CH","1980-04-15","0.02","45","54","38"
"CHM00054511","BEIJING, CH","1980-04-16","0.00","44","60","31"
"CHM00054511","BEIJING, CH","1980-04-17","0.00","51","64","38"
"CHM00054511","BEIJING, CH","1980-04-18","0.00","53","62","47"
"CHM00054511","BEIJING, CH","1980-04-19","0.00","53","60","48"
"CHM00054511","BEIJING, CH","1980-04-20","0.00","55","63","47"
"CHM00054511","BEIJING, CH","1980-04-21","0.00","58","69","43"
"CHM00054511","BEIJING, CH","1980-04-22","0.00","55","63","46"
"CHM00054511","BEIJING, CH","1980-04-23","0.00","54","64","41"
"CHM00054511","BEIJING, CH","1980-04-24","0.00","54","65","37"
"CHM00054511","BEIJING, CH","1980-04-25","0.00","58","73","38"
"CHM00054511","BEIJING, CH","1980-04-26","0.00","56","64","51"
"CHM00054511","BEIJING, CH","1980-04-27","0.38","52","62","41"
"CHM00054511","BEIJING, CH","1980-04-28","0.13","53","67","42"
"CHM00054511","BEIJING, CH","1980-04-29","0.01","58","73","40"
"CHM00054511","BEIJING, CH","1980-04-30","0.00","59","70","48"
"CHM00054511","BEIJING, CH","1980-05-01","0.00","61","76","45"
"CHM00054511","BEIJING, CH","1980-05-02","0.06","66","74","58"
"CHM00054511","BEIJING, CH","1980-05-03","0.00","64","75","56"
"CHM00054511","BEIJING, CH","1980-05-04","0.00","64","73","46"
"CHM00054511","BEIJING, CH","1980-05-05","0.00","62","71","55"
"CHM00054511","BEIJING, CH","1980-05-06","0.00","61","74","46"
"CHM00054511","BEIJING, CH","1980-05-07","0.00","61","74","47"
"CHM00054511","BEIJING, CH","1980-05-08","0.00","65","76","52"
"CHM00054511","BEIJING, CH","1980-05-09","0.00","70","89","47"
"CHM00054511","BEIJING, CH","1980-05-10","0.00","72","87","56"
"CHM00054511","BEIJING, CH","1980-05-11","0.00","67","78","56"
"CHM00054511","BEIJING, CH","1980-05-12","0.00","66","75","58"
"CHM00054511","BEIJING, CH","1980-05-13","0.00","63","73","54"
"CHM00054511","BEIJING, CH","1980-05-14","0.00","67","75","60"
"CHM00054511","BEIJING, CH","1980-05-15","0.00","57","65","47"
"CHM00054511","BEIJING, CH","1980-05-16","0.00","61","73","43"
"CHM00054511","BEIJING, CH","1980-05-17","0.00","66","81","43"
"CHM00054511","BEIJING, CH","1980-05-18","0.00","67","75","60"
"CHM00054511","BEIJING, CH","1980-05-19","0.00","65","77","49"
"CHM00054511","BEIJING, CH","1980-05-20","0.00","69","81","58"
"CHM00054511","BEIJING, CH","1980-05-21","0.00","72","81","60"
"CHM00054511","BEIJING, CH","1980-05-22","0.00","74","86","59"
"CHM00054511","BEIJING, CH","1980-05-23","0.00","73","85","59"
"CHM00054511","BEIJING, CH","1980-05-24","0.00","71","81","64"
"CHM00054511","BEIJING, CH","1980-05-25","0.98","59","71","53"
"CHM00054511","BEIJING, CH","1980-05-26","0.00","63","74","51"
"CHM00054511","BEIJING, CH","1980-05-27","0.00","75","95","52"
"CHM00054511","BEIJING, CH","1980-05-28","0.00","73","84","61"
"CHM00054511","BEIJING, CH","1980-05-29","0.00","77","88","65"
"CHM00054511","BEIJING, CH","1980-05-30","0.00","70","80","63"
"CHM00054511","BEIJING, CH","1980-05-31","0.00","71","80","65"
"CHM00054511","BEIJING, CH","1980-06-01","0.06","62","69","59"
"CHM00054511","BEIJING, CH","1980-06-02","0.00","67","80","55"
"CHM00054511","BEIJING, CH","1980-06-03","0.00","68","83","53"
"CHM00054511","BEIJING, CH","1980-06-04","0.00","74","87","60"
"CHM00054511","BEIJING, CH","1980-06-05","0.00","78","88","69"
"CHM00054511","BEIJING, CH","1980-06-06","1.29","71","78","68"
"CHM00054511","BEIJING, CH","1980-06-07","0.00","74","87","66"
"CHM00054511","BEIJING, CH","1980-06-08","0.00","76","87","63"
"CHM00054511","BEIJING, CH","1980-06-09","0.11","70","76","66"
"CHM00054511","BEIJING, CH","1980-06-10","0.00","74","87","62"
"CHM00054511","BEIJING, CH","1980-06-11","0.00","79","89","67"
"CHM00054511","BEIJING, CH","1980-06-12","0.00","77","88","65"
"CHM00054511","BEIJING, CH","1980-06-13","0.58","76","84","67"
"CHM00054511","BEIJING, CH","1980-06-14","0.00","80","90","68"
"CHM00054511","BEIJING, CH","1980-06-15","0.00","74","82","70"
"CHM00054511","BEIJING, CH","1980-06-16","0.00","76","86","63"
"CHM00054511","BEIJING, CH","1980-06-17","0.00","80","88","70"
"CHM00054511","BEIJING, CH","1980-06-18","0.00","80","91","67"
"CHM00054511","BEIJING, CH","1980-06-19","0.00","79","90","69"
"CHM00054511","BEIJING, CH","1980-06-20","0.35","78","95","65"
"CHM00054511","BEIJING, CH","1980-06-21","0.00","74","83","65"
"CHM00054511","BEIJING, CH","1980-06-22","0.96","74","83","64"
"CHM00054511","BEIJING, CH","1980-06-23","0.00","81","90","70"
"CHM00054511","BEIJING, CH","1980-06-24","0.00","79","88","72"
"CHM00054511","BEIJING, CH","1980-06-25","0.00","77","87","71"
"CHM00054511","BEIJING, CH","1980-06-26","0.00","80","93","68"
"CHM00054511","BEIJING, CH","1980-06-27","0.00","82","94","74"
"CHM00054511","BEIJING, CH","1980-06-28","0.00","78","85","71"
"CHM00054511","BEIJING, CH","1980-06-29","1.11","74","82","72"
"CHM00054511","BEIJING, CH","1980-06-30","0.00","78","88","69"
"CHM00054511","BEIJING, CH","1980-07-01","0.00","74","81","72"
"CHM00054511","BEIJING, CH","1980-07-02","0.00","77","85","71"
"CHM00054511","BEIJING, CH","1980-07-03","0.02","79","85","73"
"CHM00054511","BEIJING, CH","1980-07-04","0.26","78","88","70"
"CHM00054511","BEIJING, CH","1980-07-05","0.03","77","91","64"
"CHM00054511","BEIJING, CH","1980-07-06","0.00","78","89","67"
"CHM00054511","BEIJING, CH","1980-07-07","0.00","80","92","65"
"CHM00054511","BEIJING, CH","1980-07-08","0.00","80","92","70"
"CHM00054511","BEIJING, CH","1980-07-09","0.00","83","95","72"
"CHM00054511","BEIJING, CH","1980-07-10","0.00","81","93","75"
"CHM00054511","BEIJING, CH","1980-07-11","0.00","82","90","72"
"CHM00054511","BEIJING, CH","1980-07-12","0.00","82","91","73"
"CHM00054511","BEIJING, CH","1980-07-13","0.00","77","83","73"
"CHM00054511","BEIJING, CH","1980-07-14","0.00","79","92","65"
"CHM00054511","BEIJING, CH","1980-07-15","0.24","78","84","72"
"CHM00054511","BEIJING, CH","1980-07-16","0.01","77","87","69"
"CHM00054511","BEIJING, CH","1980-07-17","0.00","77","84","71"
"CHM00054511","BEIJING, CH","1980-07-18","0.00","81","89","75"
"CHM00054511","BEIJING, CH","1980-07-19","0.01","81","90","74"
"CHM00054511","BEIJING, CH","1980-07-20","0.07","79","88","70"
"CHM00054511","BEIJING, CH","1980-07-21","0.30","78","88","70"
"CHM00054511","BEIJING, CH","1980-07-22","0.00","82","91","74"
"CHM00054511","BEIJING, CH","1980-07-23","0.00","81","92","71"
"CHM00054511","BEIJING, CH","1980-07-24","0.27","78","83","73"
"CHM00054511","BEIJING, CH","1980-07-25","0.00","80","94","70"
"CHM00054511","BEIJING, CH","1980-07-26","0.00","80","92","68"
"CHM00054511","BEIJING, CH","1980-07-27","0.00","78","84","73"
"CHM00054511","BEIJING, CH","1980-07-28","0.00","79","87","71"
"CHM00054511","BEIJING, CH","1980-07-29","0.00","79","86","72"
"CHM00054511","BEIJING, CH","1980-07-30","0.00","80","89","71"
"CHM00054511","BEIJING, CH","1980-07-31","0.00","82","91","72"
"CHM00054511","BEIJING, CH","1980-08-01","0.00","80","89","72"
"CHM00054511","BEIJING, CH","1980-08-02","0.00","78","87","73"
"CHM00054511","BEIJING, CH","1980-08-03","0.05","75","81","73"
"CHM00054511","BEIJING, CH","1980-08-04","0.01","76","84","69"
"CHM00054511","BEIJING, CH","1980-08-05","0.00","76","86","69"
"CHM00054511","BEIJING, CH","1980-08-06","0.00","77","87","70"
"CHM00054511","BEIJING, CH","1980-08-07","0.00","76","87","68"
"CHM00054511","BEIJING, CH","1980-08-08","0.00","76","88","68"
"CHM00054511","BEIJING, CH","1980-08-09","0.00","74","85","67"
"CHM00054511","BEIJING, CH","1980-08-10","0.10","72","79","69"
"CHM00054511","BEIJING, CH","1980-08-11","0.35","72","78","69"
"CHM00054511","BEIJING, CH","1980-08-12","0.09","72","81","65"
"CHM00054511","BEIJING, CH","1980-08-13","0.00","74","84","66"
"CHM00054511","BEIJING, CH","1980-08-14","0.00","74","84","69"
"CHM00054511","BEIJING, CH","1980-08-15","0.19","73","86","67"
"CHM00054511","BEIJING, CH","1980-08-16","0.48","73","81","67"
"CHM00054511","BEIJING, CH","1980-08-17","1.30","74","81","68"
"CHM00054511","BEIJING, CH","1980-08-18","0.00","75","84","67"
"CHM00054511","BEIJING, CH","1980-08-19","0.00","74","85","66"
"CHM00054511","BEIJING, CH","1980-08-20","0.00","75","87","64"
"CHM00054511","BEIJING, CH","1980-08-21","0.00","76","87","64"
"CHM00054511","BEIJING, CH","1980-08-22","0.00","76","87","65"
"CHM00054511","BEIJING, CH","1980-08-23","0.00","78","90","70"
"CHM00054511","BEIJING, CH","1980-08-24","0.00","75","84","71"
"CHM00054511","BEIJING, CH","1980-08-25","0.00","75","84","69"
"CHM00054511","BEIJING, CH","1980-08-26","0.01","74","84","65"
"CHM00054511","BEIJING, CH","1980-08-27","0.39","73","77","71"
"CHM00054511","BEIJING, CH","1980-08-28","0.86","67","72","65"
"CHM00054511","BEIJING, CH","1980-08-29","0.03","71","80","65"
"CHM00054511","BEIJING, CH","1980-08-30","0.00","74","84","63"
"CHM00054511","BEIJING, CH","1980-08-31","0.00","74","85","64"
"CHM00054511","BEIJING, CH","1980-09-01","0.36","66","75","61"
"CHM00054511","BEIJING, CH","1980-09-02","0.00","71","82","58"
"CHM00054511","BEIJING, CH","1980-09-03","0.00","72","81","61"
"CHM00054511","BEIJING, CH","1980-09-04","0.03","71","82","65"
"CHM00054511","BEIJING, CH","1980-09-05","0.00","69","85","54"
"CHM00054511","BEIJING, CH","1980-09-06","0.00","71","81","60"
"CHM00054511","BEIJING, CH","1980-09-07","0.00","70","79","61"
"CHM00054511","BEIJING, CH","1980-09-08","0.00","67","81","53"
"CHM00054511","BEIJING, CH","1980-09-09","0.00","66","78","56"
"CHM00054511","BEIJING, CH","1980-09-10","0.00","66","80","54"
"CHM00054511","BEIJING, CH","1980-09-11","0.00","69","86","58"
"CHM00054511","BEIJING, CH","1980-09-12","0.00","70","81","59"
"CHM00054511","BEIJING, CH","1980-09-13","0.00","68","81","53"
"CHM00054511","BEIJING, CH","1980-09-14","0.55","63","68","61"
"CHM00054511","BEIJING, CH","1980-09-15","0.08","65","74","60"
"CHM00054511","BEIJING, CH","1980-09-16","0.00","63","79","48"
"CHM00054511","BEIJING, CH","1980-09-17","0.00","64","82","48"
"CHM00054511","BEIJING, CH","1980-09-18","0.00","65","81","48"
"CHM00054511","BEIJING, CH","1980-09-19","0.00","64","75","55"
"CHM00054511","BEIJING, CH","1980-09-20","0.00","60","70","46"
"CHM00054511","BEIJING, CH","1980-09-21","0.00","60","68","54"
"CHM00054511","BEIJING, CH","1980-09-22","0.00","57","69","48"
"CHM00054511","BEIJING, CH","1980-09-23","0.00","59","78","40"
"CHM00054511","BEIJING, CH","1980-09-24","0.00","62","80","47"
"CHM00054511","BEIJING, CH","1980-09-25","0.02","59","63","55"
"CHM00054511","BEIJING, CH","1980-09-26","0.00","61","74","50"
"CHM00054511","BEIJING, CH","1980-09-27","0.00","63","78","50"
"CHM00054511","BEIJING, CH","1980-09-28","0.00","65","78","56"
"CHM00054511","BEIJING, CH","1980-09-29","0.01","60","69","56"
"CHM00054511","BEIJING, CH","1980-09-30","0.00","58","72","47"
"CHM00054511","BEIJING, CH","1980-10-01","0.00","65","78","56"
"CHM00054511","BEIJING, CH","1980-10-02","0.00","65","78","56"
"CHM00054511","BEIJING, CH","1980-10-03","0.00","65","78","53"
"CHM00054511","BEIJING, CH","1980-10-04","0.00","66","77","55"
"CHM00054511","BEIJING, CH","1980-10-05","0.00","64","77","54"
"CHM00054511","BEIJING, CH","1980-10-06","0.00","65","78","53"
"CHM00054511","BEIJING, CH","1980-10-07","0.00","65","78","55"
"CHM00054511","BEIJING, CH","1980-10-08","0.00","53","64","43"
"CHM00054511","BEIJING, CH","1980-10-09","0.00","55","64","44"
"CHM00054511","BEIJING, CH","1980-10-10","0.20","55","58","51"
"CHM00054511","BEIJING, CH","1980-10-11","0.00","54","58","50"
"CHM00054511","BEIJING, CH","1980-10-12","0.16","50","52","48"
"CHM00054511","BEIJING, CH","1980-10-13","0.00","52","64","40"
"CHM00054511","BEIJING, CH","1980-10-14","0.00","49","66","38"
"CHM00054511","BEIJING, CH","1980-10-15","0.00","55","67","46"
"CHM00054511","BEIJING, CH","1980-10-16","0.00","55","65","47"
"CHM00054511","BEIJING, CH","1980-10-17","0.00","55","64","48"
"CHM00054511","BEIJING, CH","1980-10-18","0.00","51","66","41"
"CHM00054511","BEIJING, CH","1980-10-19","0.00","53","64","47"
"CHM00054511","BEIJING, CH","1980-10-20","0.00","46","56","36"
"CHM00054511","BEIJING, CH","1980-10-21","0.00","44","56","35"
"CHM00054511","BEIJING, CH","1980-10-22","0.00","45","56","37"
"CHM00054511","BEIJING, CH","1980-10-23","0.00","52","58","47"
"CHM00054511","BEIJING, CH","1980-10-24","0.98","48","54","42"
"CHM00054511","BEIJING, CH","1980-10-25","0.00","42","48","35"
"CHM00054511","BEIJING, CH","1980-10-26","0.00","42","53","35"
"CHM00054511","BEIJING, CH","1980-10-27","0.00","41","55","31"
"CHM00054511","BEIJING, CH","1980-10-28","0.00","43","55","33"
"CHM00054511","BEIJING, CH","1980-10-29","0.00","45","62","30"
"CHM00054511","BEIJING, CH","1980-10-30","0.00","47","58","41"
"CHM00054511","BEIJING, CH","1980-10-31","0.00","44","59","32"
"CHM00054511","BEIJING, CH","1980-11-01","0.00","50","62","39"
"CHM00054511","BEIJING, CH","1980-11-02","0.00","46","64","33"
"CHM00054511","BEIJING, CH","1980-11-03","0.00","43","58","32"
"CHM00054511","BEIJING, CH","1980-11-04","0.00","44","62","32"
"CHM00054511","BEIJING, CH","1980-11-05","0.00","51","68","36"
"CHM00054511","BEIJING, CH","1980-11-06","0.00","52","67","39"
"CHM00054511","BEIJING, CH","1980-11-07","0.00","44","58","36"
"CHM00054511","BEIJING, CH","1980-11-08","0.00","37","47","27"
"CHM00054511","BEIJING, CH","1980-11-09","0.00","37","52","25"
"CHM00054511","BEIJING, CH","1980-11-10","0.00","44","60","31"
"CHM00054511","BEIJING, CH","1980-11-11","0.00","44","48","38"
"CHM00054511","BEIJING, CH","1980-11-12","0.00","41","47","36"
"CHM00054511","BEIJING, CH","1980-11-13","0.00","35","47","26"
"CHM00054511","BEIJING, CH","1980-11-14","0.00","38","53","28"
"CHM00054511","BEIJING, CH","1980-11-15","0.00","40","52","32"
"CHM00054511","BEIJING, CH","1980-11-16","0.00","40","51","33"
"CHM00054511","BEIJING, CH","1980-11-17","0.00","42","53","33"
"CHM00054511","BEIJING, CH","1980-11-18","0.00","46","49","44"
"CHM00054511","BEIJING, CH","1980-11-19","0.00","48","52","46"
"CHM00054511","BEIJING, CH","1980-11-20","0.00","47","53","45"
"CHM00054511","BEIJING, CH","1980-11-21","0.00","47","53","44"
"CHM00054511","BEIJING, CH","1980-11-22","0.00","42","47","38"
"CHM00054511","BEIJING, CH","1980-11-23","0.00","46","52","37"
"CHM00054511","BEIJING, CH","1980-11-24","0.00","42","51","34"
"CHM00054511","BEIJING, CH","1980-11-25","0.00","40","54","31"
"CHM00054511","BEIJING, CH","1980-11-26","0.00","37","45","31"
"CHM00054511","BEIJING, CH","1980-11-27","0.00","40","56","29"
"CHM00054511","BEIJING, CH","1980-11-28","0.00","39","55","28"
"CHM00054511","BEIJING, CH","1980-11-29","0.00","43","56","29"
"CHM00054511","BEIJING, CH","1980-11-30","0.00","42","53","33"
"CHM00054511","BEIJING, CH","1980-12-01","0.00","37","49","29"
"CHM00054511","BEIJING, CH","1980-12-02","0.00","33","40","27"
"CHM00054511","BEIJING, CH","1980-12-03","0.00","22","35","17"
"CHM00054511","BEIJING, CH","1980-12-04","0.00","22","33","15"
"CHM00054511","BEIJING, CH","1980-12-05","0.00","27","43","17"
"CHM00054511","BEIJING, CH","1980-12-06","0.00","36","47","24"
"CHM00054511","BEIJING, CH","1980-12-07","0.00","33","44","22"
"CHM00054511","BEIJING, CH","1980-12-08","0.11","26","37","20"
"CHM00054511","BEIJING, CH","1980-12-09","0.00","27","41","15"
"CHM00054511","BEIJING, CH","1980-12-10","0.00","31","44","23"
"CHM00054511","BEIJING, CH","1980-12-11","0.03","27","34","23"
"CHM00054511","BEIJING, CH","1980-12-12","0.00","19","27","15"
"CHM00054511","BEIJING, CH","1980-12-13","0.00","18","28","11"
"CHM00054511","BEIJING, CH","1980-12-14","0.00","22","36","11"
"CHM00054511","BEIJING, CH","1980-12-15","0.00","23","33","15"
"CHM00054511","BEIJING, CH","1980-12-16","0.00","23","36","14"
"CHM00054511","BEIJING, CH","1980-12-17","0.00","23","34","15"
"CHM00054511","BEIJING, CH","1980-12-18","0.00","32","42","23"
"CHM00054511","BEIJING, CH","1980-12-19","0.00","33","45","21"
"CHM00054511","BEIJING, CH","1980-12-20","0.00","27","36","18"
"CHM00054511","BEIJING, CH","1980-12-21","0.00","26","34","19"
"CHM00054511","BEIJING, CH","1980-12-22","0.00","31","35","24"
"CHM00054511","BEIJING, CH","1980-12-23","0.00","25","35","20"
"CHM00054511","BEIJING, CH","1980-12-24","0.00","23","35","12"
"CHM00054511","BEIJING, CH","1980-12-25","0.00","23","30","20"
"CHM00054511","BEIJING, CH","1980-12-26","0.00","19","28","9"
"CHM00054511","BEIJING, CH","1980-12-27","0.00","18","26","12"
"CHM00054511","BEIJING, CH","1980-12-28","0.00","17","30","8"
"CHM00054511","BEIJING, CH","1980-12-29","0.00","15","25","9"
"CHM00054511","BEIJING, CH","1980-12-30","0.00","16","30","6"
"CHM00054511","BEIJING, CH","1980-12-31","0.00","22","30","14"
"CHM00054511","BEIJING, CH","1981-01-01","0.00","23","29","18"
"CHM00054511","BEIJING, CH","1981-01-02","0.00","19","26","12"
"CHM00054511","BEIJING, CH","1981-01-03","0.00","15","22","8"
"CHM00054511","BEIJING, CH","1981-01-04","0.00","17","31","7"
"CHM00054511","BEIJING, CH","1981-01-05","0.00","21","34","10"
"CHM00054511","BEIJING, CH","1981-01-06","0.00","27","41","16"
"CHM00054511","BEIJING, CH","1981-01-07","0.00","25","39","13"
"CHM00054511","BEIJING, CH","1981-01-08","0.00","31","45","16"
"CHM00054511","BEIJING, CH","1981-01-09","0.00","31","37","26"
"CHM00054511","BEIJING, CH","1981-01-10","0.00","29","35","22"
"CHM00054511","BEIJING, CH","1981-01-11","0.00","32","46","24"
"CHM00054511","BEIJING, CH","1981-01-12","0.00","28","36","19"
"CHM00054511","BEIJING, CH","1981-01-13","0.00","25","35","18"
"CHM00054511","BEIJING, CH","1981-01-14","0.03","24","29","21"
"CHM00054511","BEIJING, CH","1981-01-15","0.00","20","32","14"
"CHM00054511","BEIJING, CH","1981-01-16","0.00","24","33","17"
"CHM00054511","BEIJING, CH","1981-01-17","0.00","25","31","18"
"CHM00054511","BEIJING, CH","1981-01-18","0.00","24","31","19"
"CHM00054511","BEIJING, CH","1981-01-19","0.00","20","29","14"
"CHM00054511","BEIJING, CH","1981-01-20","0.00","20","33","14"
"CHM00054511","BEIJING, CH","1981-01-21","0.00","21","29","13"
"CHM00054511","BEIJING, CH","1981-01-22","0.00","20","28","12"
"CHM00054511","BEIJING, CH","1981-01-23","0.00","26","32","22"
"CHM00054511","BEIJING, CH","1981-01-24","0.00","22","28","17"
"CHM00054511","BEIJING, CH","1981-01-25","0.00","17","24","14"
"CHM00054511","BEIJING, CH","1981-01-26","0.00","18","30","10"
"CHM00054511","BEIJING, CH","1981-01-27","0.00","19","35","8"
"CHM00054511","BEIJING, CH","1981-01-28","0.00","24","37","12"
"CHM00054511","BEIJING, CH","1981-01-29","0.00","23","32","14"
"CHM00054511","BEIJING, CH","1981-01-30","0.00","24","36","14"
"CHM00054511","BEIJING, CH","1981-01-31","0.00","28","38","19"
"CHM00054511","BEIJING, CH","1981-02-01","0.00","32","42","22"
"CHM00054511","BEIJING, CH","1981-02-02","0.00","34","41","27"
